17,3,1,2,4,7,9,7
4,19,2,5,2,5,3,10
1,5,15,6,8,2,3,10
7,3,9,7,6,9,7,2
7,3,8,8,14,1,3,6
2,1,5,6,9,17,7,3
4,6,4,4,7,9,10,6
1,7,6,8,6,4,4,14
